product_id,product_name,category,subcategory,brand,selling_price,cost_price,stock_quantity,rating,launch_date
P00250,PageTurner Classic Technology,Books,Technology,PageTurner,210,110,255,4.0,2024-08-11
P00251,RunX Ultra Running,Sports & Fitness,Running,RunX,14870,10780,313,3.6,2023-01-04
P00252,GlowPure Advanced Haircare,Beauty & Personal Care,Haircare,GlowPure,760,490,460,4.2,2024-08-29
P00253,ZenByte Essential Accessories,Electronics,Accessories,ZenByte,45840,25290,281,4.0,2024-02-16
P00254,KitchenPro Essential Furniture,Home & Kitchen,Furniture,KitchenPro,16870,12170,102,4.4,2024-12-07
P00255,ModeWear Premium Jackets,Fashion,Jackets,ModeWear,3260,1980,188,3.9,2024-03-19
P00256,FlexFit Classic Gym Equipment,Sports & Fitness,Gym Equipment,FlexFit,2400,1660,367,4.3,2024-10-19
P00257,SportEdge Modern Outdoor Sports,Sports & Fitness,Outdoor Sports,SportEdge,2670,2020,162,4.2,2025-05-13
P00258,BloomCare Essential Fragrances,Beauty & Personal Care,Fragrances,BloomCare,1200,590,399,4.0,2025-01-26
P00259,ActivePro Pro Gym Equipment,Sports & Fitness,Gym Equipment,ActivePro,16730,8050,28,4.4,2023-08-29
P00260,RunX Advanced Gym Equipment,Sports & Fitness,Gym Equipment,RunX,5560,3820,363,3.5,2023-10-22
P00261,FitCore Ultra Yoga,Sports & Fitness,Yoga,FitCore,6680,3860,282,3.6,2024-04-05
P00262,LearnPress Everyday Technology,Books,Technology,LearnPress,480,300,86,4.1,2023-12-05
P00263,ActivePro Modern Gym Equipment,Sports & Fitness,Gym Equipment,ActivePro,11310,5710,288,2.9,2023-04-01
P00264,NovaTech Modern Smartphones,Electronics,Smartphones,NovaTech,34990,20020,392,4.1,2025-06-18
P00265,SportEdge Everyday Running,Sports & Fitness,Running,SportEdge,9740,5600,154,3.9,2025-04-22
P00266,ReadMore Elite Business,Books,Business,ReadMore,400,220,80,3.9,2023-04-05
P00267,DermaCare Essential Fragrances,Beauty & Personal Care,Fragrances,DermaCare,5120,3840,441,4.2,2024-05-02
P00268,InsightBooks Advanced Technology,Books,Technology,InsightBooks,1620,1000,54,3.7,2023-03-30
P00269,AuraBeauty Elite Skincare,Beauty & Personal Care,Skincare,AuraBeauty,2180,1640,25,3.6,2023-03-19
P00270,PureSkin Smart Personal Care,Beauty & Personal Care,Personal Care,PureSkin,1460,750,478,4.1,2025-06-26
P00271,KitchenPro Elite Furniture,Home & Kitchen,Furniture,KitchenPro,17070,10870,450,3.6,2025-01-10
P00272,TechSphere Everyday Smartphones,Electronics,Smartphones,TechSphere,60230,27810,110,4.1,2025-02-20
P00273,Voltix Elite Smartphones,Electronics,Smartphones,Voltix,78620,38620,334,4.2,2025-04-05
P00274,HomeNest Classic Home Decor,Home & Kitchen,Home Decor,HomeNest,14320,10780,135,4.3,2023-09-02
P00275,GlowPure Pro Makeup,Beauty & Personal Care,Makeup,GlowPure,570,340,99,3.7,2023-03-30
P00276,UrbanHome Everyday Cookware,Home & Kitchen,Cookware,UrbanHome,14960,7970,143,4.4,2025-02-27
P00277,FitCore Advanced Sportswear,Sports & Fitness,Sportswear,FitCore,3420,2260,406,4.8,2023-05-05
P00278,ActivePro Smart Yoga,Sports & Fitness,Yoga,ActivePro,19990,12430,256,2.9,2023-10-16
P00279,ZenByte Essential Laptops,Electronics,Laptops,ZenByte,62390,38570,76,4.1,2023-04-17
P00280,RunX Modern Gym Equipment,Sports & Fitness,Gym Equipment,RunX,10690,7940,315,4.3,2023-04-16
P00281,CasaLiving Everyday Home Decor,Home & Kitchen,Home Decor,CasaLiving,16900,10370,362,4.0,2024-01-01
P00282,AuraBeauty Essential Skincare,Beauty & Personal Care,Skincare,AuraBeauty,5670,4320,213,4.1,2024-09-19
P00283,KnowledgeHouse Modern Academic,Books,Academic,KnowledgeHouse,2040,1440,335,4.3,2023-07-06
P00284,ActivePro Premium Sportswear,Sports & Fitness,Sportswear,ActivePro,19370,12240,268,4.1,2025-06-03
P00285,ActivePro Smart Outdoor Sports,Sports & Fitness,Outdoor Sports,ActivePro,1280,770,358,3.2,2024-01-18
P00286,Voltix Pro Smartwatches,Electronics,Smartwatches,Voltix,20150,13210,104,3.8,2025-06-18
P00287,FitCore Advanced Outdoor Sports,Sports & Fitness,Outdoor Sports,FitCore,17250,12550,166,4.9,2023-03-03
P00288,PureSkin Essential Personal Care,Beauty & Personal Care,Personal Care,PureSkin,1570,1000,272,3.7,2023-05-08
P00289,CasaLiving Modern Lighting,Home & Kitchen,Lighting,CasaLiving,16060,11770,126,3.6,2024-10-13
P00290,CasaLiving Ultra Furniture,Home & Kitchen,Furniture,CasaLiving,23300,16950,360,3.9,2025-06-25
P00291,BloomCare Ultra Makeup,Beauty & Personal Care,Makeup,BloomCare,2510,1900,346,4.0,2025-05-28
P00292,DermaCare Ultra Makeup,Beauty & Personal Care,Makeup,DermaCare,490,340,365,3.1,2025-03-23
P00293,PureSkin Smart Makeup,Beauty & Personal Care,Makeup,PureSkin,1800,920,138,4.6,2024-05-06
P00294,PageTurner Classic Technology,Books,Technology,PageTurner,1080,770,342,4.6,2024-02-10
P00295,StyleCraft Premium Footwear,Fashion,Footwear,StyleCraft,1120,730,367,3.9,2023-11-14
P00296,KnowledgeHouse Everyday Non-Fiction,Books,Non-Fiction,KnowledgeHouse,750,490,478,4.5,2024-05-03
P00297,DermaCare Ultra Fragrances,Beauty & Personal Care,Fragrances,DermaCare,2780,1950,30,4.6,2024-01-06
P00298,Auralink Smart Cameras,Electronics,Cameras,Auralink,70440,38140,435,4.6,2024-02-17
P00299,StyleCraft Premium Trousers,Fashion,Trousers,StyleCraft,7150,4730,253,3.4,2024-09-06
P00300,KnowledgeHouse Premium Technology,Books,Technology,KnowledgeHouse,1320,790,54,4.6,2023-07-23
P00301,UrbanHome Everyday Kitchen Appliances,Home & Kitchen,Kitchen Appliances,UrbanHome,17380,10900,480,3.3,2024-04-11
P00302,RunX Smart Outdoor Sports,Sports & Fitness,Outdoor Sports,RunX,3940,2700,374,3.9,2024-12-11
P00303,KitchenPro Premium Lighting,Home & Kitchen,Lighting,KitchenPro,24340,16600,151,4.1,2024-05-06
P00304,TrendRoot Pro Shirts,Fashion,Shirts,TrendRoot,7070,4600,167,3.1,2023-04-23
P00305,PageTurner Advanced Fiction,Books,Fiction,PageTurner,2060,1410,127,2.7,2023-01-15
P00306,PureSkin Ultra Haircare,Beauty & Personal Care,Haircare,PureSkin,2850,1980,370,4.1,2024-12-12
P00307,CasaLiving Smart Lighting,Home & Kitchen,Lighting,CasaLiving,2240,1270,238,3.6,2025-05-24
P00308,AuraBeauty Classic Personal Care,Beauty & Personal Care,Personal Care,AuraBeauty,5380,2580,151,3.7,2023-06-05
P00309,StyleCraft Elite Shirts,Fashion,Shirts,StyleCraft,1550,990,310,3.8,2023-04-24
P00310,InsightBooks Everyday Self Help,Books,Self Help,InsightBooks,990,530,348,4.3,2025-04-15
P00311,TechSphere Everyday Tablets,Electronics,Tablets,TechSphere,47720,36870,288,3.2,2023-11-28
P00312,ActivePro Modern Sportswear,Sports & Fitness,Sportswear,ActivePro,17840,13340,167,4.5,2025-02-24
P00313,DermaCare Modern Skincare,Beauty & Personal Care,Skincare,DermaCare,4150,3190,261,3.9,2024-02-16
P00314,PixelPro Everyday Smartwatches,Electronics,Smartwatches,PixelPro,54750,35050,29,4.0,2023-07-25
P00315,KnowledgeHouse Pro Technology,Books,Technology,KnowledgeHouse,1140,590,381,3.5,2024-06-26
P00316,TechSphere Essential Smartphones,Electronics,Smartphones,TechSphere,8660,5290,30,4.6,2023-04-17
P00317,NovaTech Ultra Smartwatches,Electronics,Smartwatches,NovaTech,53890,39720,69,4.3,2024-01-15
P00318,InsightBooks Essential Academic,Books,Academic,InsightBooks,1670,1070,469,4.6,2024-07-28
P00319,BloomCare Advanced Skincare,Beauty & Personal Care,Skincare,BloomCare,5500,2740,60,3.4,2024-03-18
P00320,FlexFit Advanced Outdoor Sports,Sports & Fitness,Outdoor Sports,FlexFit,7550,3830,387,2.8,2023-09-03
P00321,ComfortCraft Pro Storage,Home & Kitchen,Storage,ComfortCraft,17630,11760,117,3.5,2024-11-11
P00322,CasaLiving Smart Furniture,Home & Kitchen,Furniture,CasaLiving,23960,12750,16,4.4,2025-04-23
P00323,GlowPure Smart Personal Care,Beauty & Personal Care,Personal Care,GlowPure,1840,1430,304,2.9,2024-04-14
P00324,ActivePro Premium Running,Sports & Fitness,Running,ActivePro,13430,8680,276,3.5,2025-04-01
P00325,Auralink Ultra Laptops,Electronics,Laptops,Auralink,30990,15940,374,4.1,2023-01-13
P00326,RunX Smart Sportswear,Sports & Fitness,Sportswear,RunX,10140,5000,338,4.0,2025-05-11
P00327,AuraBeauty Premium Makeup,Beauty & Personal Care,Makeup,AuraBeauty,4710,2200,450,4.3,2024-04-10
P00328,ClassicFit Pro Footwear,Fashion,Footwear,ClassicFit,4850,3040,497,3.7,2023-06-10
P00329,InsightBooks Everyday Academic,Books,Academic,InsightBooks,1400,780,209,3.3,2023-07-28
P00330,BloomCare Elite Haircare,Beauty & Personal Care,Haircare,BloomCare,2120,1070,153,4.5,2024-02-15
P00331,ModeWear Premium Jackets,Fashion,Jackets,ModeWear,4910,3220,213,4.0,2023-06-29
P00332,StyleCraft Ultra Trousers,Fashion,Trousers,StyleCraft,1960,1340,40,4.6,2023-06-16
P00333,ComfortCraft Smart Cookware,Home & Kitchen,Cookware,ComfortCraft,1890,1330,344,4.1,2025-05-09
P00334,NovaTech Smart Accessories,Electronics,Accessories,NovaTech,77320,42250,286,3.5,2023-08-30
P00335,StreetLine Ultra Jackets,Fashion,Jackets,StreetLine,7750,6160,479,3.4,2024-02-28
P00336,InsightBooks Smart Fiction,Books,Fiction,InsightBooks,940,620,122,4.0,2024-03-13
P00337,UrbanHome Everyday Storage,Home & Kitchen,Storage,UrbanHome,21460,14470,133,3.7,2023-11-24
P00338,GlowPure Elite Fragrances,Beauty & Personal Care,Fragrances,GlowPure,2770,1330,189,3.7,2024-06-16
P00339,PixelPro Advanced Tablets,Electronics,Tablets,PixelPro,2420,1720,478,4.1,2023-11-13
P00340,ReadMore Advanced Business,Books,Business,ReadMore,900,620,194,4.1,2024-02-15
P00341,TrendRoot Essential Trousers,Fashion,Trousers,TrendRoot,2410,1280,250,4.7,2025-02-24
P00342,InsightBooks Elite Academic,Books,Academic,InsightBooks,790,430,180,3.3,2025-01-28
P00343,InsightBooks Advanced Self Help,Books,Self Help,InsightBooks,2320,1050,490,3.0,2024-01-26
P00344,NovaTech Premium Accessories,Electronics,Accessories,NovaTech,1140,750,431,4.1,2023-03-20
P00345,PixelPro Premium Cameras,Electronics,Cameras,PixelPro,28970,18050,191,3.0,2023-05-24
P00346,LearnPress Elite Academic,Books,Academic,LearnPress,2100,1670,272,4.0,2024-10-20
P00347,Auralink Ultra Smartphones,Electronics,Smartphones,Auralink,70520,32290,8,4.0,2024-03-05
P00348,InsightBooks Advanced Academic,Books,Academic,InsightBooks,540,260,268,3.3,2023-03-10
P00349,TrendRoot Ultra Dresses,Fashion,Dresses,TrendRoot,6980,4720,407,3.8,2023-01-06
P00350,UrbanHome Modern Storage,Home & Kitchen,Storage,UrbanHome,8170,3700,115,3.6,2024-06-02
P00351,ZenByte Premium Cameras,Electronics,Cameras,ZenByte,12560,8270,193,4.0,2023-07-23
P00352,NovaTech Advanced Cameras,Electronics,Cameras,NovaTech,11140,6960,222,4.2,2024-02-11
P00353,HomeNest Everyday Home Decor,Home & Kitchen,Home Decor,HomeNest,1590,1140,461,4.5,2023-09-09
P00354,RunX Premium Outdoor Sports,Sports & Fitness,Outdoor Sports,RunX,2690,1510,143,4.6,2024-11-17
P00355,ActivePro Essential Running,Sports & Fitness,Running,ActivePro,760,350,300,3.3,2025-05-07
P00356,KnowledgeHouse Ultra Business,Books,Business,KnowledgeHouse,760,460,290,4.4,2024-10-26
P00357,AuraBeauty Pro Personal Care,Beauty & Personal Care,Personal Care,AuraBeauty,1300,680,352,4.3,2025-05-21
P00358,FitCore Classic Yoga,Sports & Fitness,Yoga,FitCore,14570,10470,38,3.7,2023-01-16
P00359,SportEdge Essential Sportswear,Sports & Fitness,Sportswear,SportEdge,1220,710,401,4.9,2023-06-23
P00360,AuraBeauty Everyday Haircare,Beauty & Personal Care,Haircare,AuraBeauty,3220,2090,348,4.1,2023-04-27
P00361,BloomCare Ultra Skincare,Beauty & Personal Care,Skincare,BloomCare,2170,1190,42,3.6,2023-08-20
P00362,PureSkin Essential Haircare,Beauty & Personal Care,Haircare,PureSkin,3100,2360,2,4.7,2025-04-27
P00363,AuraBeauty Classic Makeup,Beauty & Personal Care,Makeup,AuraBeauty,1240,950,220,3.9,2023-02-25
P00364,SportEdge Classic Sportswear,Sports & Fitness,Sportswear,SportEdge,1110,850,283,3.1,2024-07-27
P00365,SportEdge Premium Yoga,Sports & Fitness,Yoga,SportEdge,9810,6430,398,3.1,2025-06-23
P00366,FlexFit Everyday Gym Equipment,Sports & Fitness,Gym Equipment,FlexFit,5810,3250,86,3.3,2025-05-08
P00367,UrbanHome Advanced Kitchen Appliances,Home & Kitchen,Kitchen Appliances,UrbanHome,2270,1680,141,3.8,2023-08-19
P00368,AuraBeauty Ultra Skincare,Beauty & Personal Care,Skincare,AuraBeauty,2170,1190,253,4.1,2024-10-29
P00369,UrbanThread Advanced Trousers,Fashion,Trousers,UrbanThread,2800,2230,202,3.7,2023-07-17
P00370,RunX Elite Outdoor Sports,Sports & Fitness,Outdoor Sports,RunX,11220,7280,421,4.5,2023-03-06
P00371,RunX Essential Gym Equipment,Sports & Fitness,Gym Equipment,RunX,6830,4320,90,4.7,2024-04-23
P00372,UrbanHome Modern Kitchen Appliances,Home & Kitchen,Kitchen Appliances,UrbanHome,8140,5580,143,4.4,2024-07-20
P00373,GlowPure Modern Makeup,Beauty & Personal Care,Makeup,GlowPure,1790,1060,279,3.4,2023-03-03
P00374,SportEdge Smart Running,Sports & Fitness,Running,SportEdge,14620,7610,425,4.2,2024-07-09
P00375,DermaCare Ultra Fragrances,Beauty & Personal Care,Fragrances,DermaCare,2130,1520,78,4.2,2023-11-23
P00376,PureSkin Modern Skincare,Beauty & Personal Care,Skincare,PureSkin,4080,2430,273,4.0,2024-01-23
P00377,LearnPress Premium Business,Books,Business,LearnPress,1570,870,415,4.0,2023-06-09
P00378,KnowledgeHouse Smart Fiction,Books,Fiction,KnowledgeHouse,1550,1150,313,2.9,2024-07-03
P00379,InsightBooks Essential Academic,Books,Academic,InsightBooks,1860,1420,50,3.5,2025-05-19
P00380,FlexFit Modern Sportswear,Sports & Fitness,Sportswear,FlexFit,19100,13800,191,3.8,2024-09-23
P00381,LearnPress Advanced Self Help,Books,Self Help,LearnPress,1510,680,247,3.2,2023-08-29
P00382,GlowPure Advanced Skincare,Beauty & Personal Care,Skincare,GlowPure,3000,2070,233,4.3,2024-01-03
P00383,RunX Elite Outdoor Sports,Sports & Fitness,Outdoor Sports,RunX,3450,2230,356,3.9,2023-09-10
P00384,NovaTech Classic Headphones,Electronics,Headphones,NovaTech,3260,1640,331,3.2,2023-10-03
P00385,StyleCraft Everyday Footwear,Fashion,Footwear,StyleCraft,1730,1050,169,4.0,2024-10-02
P00386,PureSkin Advanced Haircare,Beauty & Personal Care,Haircare,PureSkin,1680,970,221,3.8,2023-02-08
P00387,PageTurner Elite Self Help,Books,Self Help,PageTurner,1860,1230,360,3.5,2023-10-06
P00388,HomeNest Modern Lighting,Home & Kitchen,Lighting,HomeNest,3530,1840,274,3.4,2024-05-31
P00389,UrbanHome Classic Furniture,Home & Kitchen,Furniture,UrbanHome,8800,4970,250,4.0,2024-10-01
P00390,LearnPress Pro Technology,Books,Technology,LearnPress,1710,1020,178,3.7,2024-01-21
P00391,DermaCare Ultra Personal Care,Beauty & Personal Care,Personal Care,DermaCare,5180,3070,344,3.3,2024-02-19
P00392,Voltix Classic Laptops,Electronics,Laptops,Voltix,24290,16260,72,4.0,2023-09-05
P00393,DermaCare Modern Personal Care,Beauty & Personal Care,Personal Care,DermaCare,3290,2140,249,4.1,2023-06-17
P00394,PageTurner Everyday Academic,Books,Academic,PageTurner,780,490,71,3.4,2024-08-17
P00395,GlowPure Essential Personal Care,Beauty & Personal Care,Personal Care,GlowPure,230,140,99,4.4,2023-03-02
P00396,SportEdge Pro Sportswear,Sports & Fitness,Sportswear,SportEdge,16360,10710,430,3.9,2025-01-01
P00397,TrendRoot Premium T-Shirts,Fashion,T-Shirts,TrendRoot,6820,3640,149,2.9,2023-12-12
P00398,StreetLine Advanced Dresses,Fashion,Dresses,StreetLine,6700,4290,380,4.3,2023-11-07
P00399,BloomCare Classic Personal Care,Beauty & Personal Care,Personal Care,BloomCare,4840,3680,396,4.0,2024-12-16
P00400,HomeNest Elite Home Decor,Home & Kitchen,Home Decor,HomeNest,18100,13100,217,3.2,2024-06-27
P00401,ReadMore Premium Non-Fiction,Books,Non-Fiction,ReadMore,1940,1370,441,4.4,2024-04-19
P00402,DermaCare Smart Skincare,Beauty & Personal Care,Skincare,DermaCare,4970,2780,440,4.2,2023-12-20
P00403,PageTurner Modern Business,Books,Business,PageTurner,670,350,416,3.4,2023-12-13
P00404,Voltix Everyday Tablets,Electronics,Tablets,Voltix,37140,21950,86,3.7,2023-02-06
P00405,ReadMore Modern Technology,Books,Technology,ReadMore,1200,560,263,4.8,2023-10-28
P00406,PageTurner Pro Fiction,Books,Fiction,PageTurner,340,150,443,4.2,2024-09-10
P00407,PageTurner Advanced Non-Fiction,Books,Non-Fiction,PageTurner,1420,720,389,4.4,2024-05-24
P00408,DermaCare Modern Fragrances,Beauty & Personal Care,Fragrances,DermaCare,5330,3760,212,3.8,2024-03-08
P00409,NovaTech Pro Cameras,Electronics,Cameras,NovaTech,67880,36490,355,4.6,2023-04-18
P00410,UrbanHome Essential Storage,Home & Kitchen,Storage,UrbanHome,19270,15400,396,4.4,2024-03-09
P00411,TechSphere Essential Cameras,Electronics,Cameras,TechSphere,8600,4490,203,3.5,2024-06-29
P00412,PureSkin Ultra Haircare,Beauty & Personal Care,Haircare,PureSkin,2790,1420,172,4.0,2025-03-02
P00413,ModeWear Essential Dresses,Fashion,Dresses,ModeWear,7620,4280,24,2.9,2024-09-12
P00414,KnowledgeHouse Classic Business,Books,Business,KnowledgeHouse,750,480,0,4.9,2025-04-12
P00415,DermaCare Ultra Haircare,Beauty & Personal Care,Haircare,DermaCare,1450,720,448,3.6,2024-05-29
P00416,ReadMore Classic Technology,Books,Technology,ReadMore,1620,920,332,3.3,2023-02-12
P00417,DermaCare Pro Makeup,Beauty & Personal Care,Makeup,DermaCare,5520,4240,48,2.6,2023-06-29
P00418,DermaCare Modern Skincare,Beauty & Personal Care,Skincare,DermaCare,2000,1240,227,2.7,2024-02-10
P00419,KnowledgeHouse Pro Technology,Books,Technology,KnowledgeHouse,640,400,117,3.8,2023-10-05
P00420,KnowledgeHouse Essential Fiction,Books,Fiction,KnowledgeHouse,1600,790,70,3.8,2025-06-20
P00421,ClassicFit Advanced Footwear,Fashion,Footwear,ClassicFit,860,530,4,4.1,2024-02-17
P00422,StreetLine Smart Trousers,Fashion,Trousers,StreetLine,5440,2930,470,3.8,2023-03-01
P00423,PageTurner Classic Business,Books,Business,PageTurner,510,380,63,4.1,2023-06-18
P00424,PureSkin Essential Makeup,Beauty & Personal Care,Makeup,PureSkin,1300,930,330,3.1,2024-11-06
P00425,FlexFit Modern Sportswear,Sports & Fitness,Sportswear,FlexFit,9590,5060,353,2.8,2024-06-21
P00426,PageTurner Everyday Technology,Books,Technology,PageTurner,2190,1610,200,3.6,2024-05-02
P00427,PixelPro Elite Accessories,Electronics,Accessories,PixelPro,50880,38700,255,4.1,2024-11-08
P00428,NovaTech Essential Tablets,Electronics,Tablets,NovaTech,41780,31490,440,4.4,2025-03-05
P00429,BloomCare Advanced Makeup,Beauty & Personal Care,Makeup,BloomCare,4010,1870,394,3.1,2023-06-29
P00430,FitCore Ultra Running,Sports & Fitness,Running,FitCore,7320,5750,30,4.7,2024-08-21
P00431,AuraBeauty Everyday Personal Care,Beauty & Personal Care,Personal Care,AuraBeauty,3550,2310,205,3.1,2025-06-14
P00432,FlexFit Advanced Sportswear,Sports & Fitness,Sportswear,FlexFit,9340,7200,40,4.0,2023-10-23
P00433,StyleCraft Everyday Jackets,Fashion,Jackets,StyleCraft,2980,1980,324,4.3,2024-01-31
P00434,KnowledgeHouse Ultra Academic,Books,Academic,KnowledgeHouse,1890,1030,433,3.5,2023-03-10
P00435,ModeWear Classic T-Shirts,Fashion,T-Shirts,ModeWear,4010,2350,28,3.6,2024-11-08
P00436,PageTurner Classic Academic,Books,Academic,PageTurner,150,80,359,2.7,2023-01-03
P00437,BloomCare Everyday Makeup,Beauty & Personal Care,Makeup,BloomCare,2270,1680,64,4.3,2025-03-18
P00438,HomeNest Premium Lighting,Home & Kitchen,Lighting,HomeNest,11180,5790,139,4.0,2025-04-16
P00439,ComfortCraft Classic Lighting,Home & Kitchen,Lighting,ComfortCraft,16460,10550,184,3.0,2023-11-03
P00440,RunX Advanced Gym Equipment,Sports & Fitness,Gym Equipment,RunX,8610,4560,457,4.1,2024-07-19
P00441,PageTurner Everyday Fiction,Books,Fiction,PageTurner,110,90,441,2.7,2024-10-31
P00442,Voltix Pro Smartwatches,Electronics,Smartwatches,Voltix,19970,14730,491,4.5,2023-04-19
P00443,ActivePro Essential Outdoor Sports,Sports & Fitness,Outdoor Sports,ActivePro,8380,5480,368,3.7,2024-05-27
P00444,Voltix Classic Tablets,Electronics,Tablets,Voltix,66100,37300,26,3.4,2024-05-02
P00445,SportEdge Classic Running,Sports & Fitness,Running,SportEdge,15490,7700,396,4.4,2023-07-13
P00446,ComfortCraft Elite Cookware,Home & Kitchen,Cookware,ComfortCraft,460,310,149,4.0,2024-04-11
P00447,ComfortCraft Smart Lighting,Home & Kitchen,Lighting,ComfortCraft,15400,10340,497,3.9,2025-02-26
P00448,TrendRoot Smart Footwear,Fashion,Footwear,TrendRoot,1530,1220,209,2.8,2024-04-25
P00449,FitCore Essential Yoga,Sports & Fitness,Yoga,FitCore,300,160,192,4.5,2024-09-26
P00450,KnowledgeHouse Smart Technology,Books,Technology,KnowledgeHouse,2270,1030,214,3.9,2024-05-21
P00451,ZenByte Ultra Laptops,Electronics,Laptops,ZenByte,12490,9800,118,4.5,2024-09-17
P00452,RunX Elite Outdoor Sports,Sports & Fitness,Outdoor Sports,RunX,3030,1810,258,3.3,2024-04-04
P00453,BloomCare Modern Skincare,Beauty & Personal Care,Skincare,BloomCare,660,430,493,3.2,2025-05-11
P00454,CasaLiving Pro Kitchen Appliances,Home & Kitchen,Kitchen Appliances,CasaLiving,23160,11780,167,3.7,2023-07-17
P00455,HomeNest Smart Furniture,Home & Kitchen,Furniture,HomeNest,4660,2460,299,3.2,2023-10-26
P00456,TechSphere Elite Laptops,Electronics,Laptops,TechSphere,41460,27270,274,3.7,2024-10-15
P00457,StreetLine Elite Trousers,Fashion,Trousers,StreetLine,2470,1240,46,3.3,2024-08-11
P00458,LearnPress Premium Technology,Books,Technology,LearnPress,980,500,167,3.3,2023-09-28
P00459,ReadMore Pro Non-Fiction,Books,Non-Fiction,ReadMore,2200,1720,153,3.6,2025-06-03
P00460,ModeWear Elite T-Shirts,Fashion,T-Shirts,ModeWear,4850,2610,127,3.1,2024-04-12
P00461,PixelPro Classic Accessories,Electronics,Accessories,PixelPro,1870,1460,399,4.8,2024-09-22
P00462,ModeWear Essential Shirts,Fashion,Shirts,ModeWear,5920,3430,330,3.1,2025-05-01
P00463,FitCore Premium Yoga,Sports & Fitness,Yoga,FitCore,2360,1720,330,3.9,2023-01-01
P00464,StreetLine Classic T-Shirts,Fashion,T-Shirts,StreetLine,650,310,25,3.3,2024-04-17
P00465,SportEdge Elite Outdoor Sports,Sports & Fitness,Outdoor Sports,SportEdge,1220,810,218,3.4,2024-03-21
P00466,StreetLine Ultra Shirts,Fashion,Shirts,StreetLine,3950,1940,17,4.1,2023-11-23
P00467,RunX Elite Gym Equipment,Sports & Fitness,Gym Equipment,RunX,13750,6750,245,3.0,2024-10-29
P00468,KitchenPro Pro Storage,Home & Kitchen,Storage,KitchenPro,6740,3880,408,4.0,2025-06-19
P00469,KnowledgeHouse Pro Self Help,Books,Self Help,KnowledgeHouse,1570,990,400,3.9,2024-05-15
P00470,RunX Pro Sportswear,Sports & Fitness,Sportswear,RunX,9110,6710,163,4.1,2024-12-23
P00471,Voltix Premium Accessories,Electronics,Accessories,Voltix,62120,38190,392,4.1,2024-11-17
P00472,UrbanThread Smart Shirts,Fashion,Shirts,UrbanThread,5680,4060,273,4.4,2024-11-17
P00473,PageTurner Modern Fiction,Books,Fiction,PageTurner,1690,1140,429,4.9,2023-11-28
P00474,StyleCraft Modern Shirts,Fashion,Shirts,StyleCraft,2900,1500,357,3.7,2025-03-05
P00475,RunX Modern Running,Sports & Fitness,Running,RunX,18720,14040,485,3.4,2025-01-05
P00476,AuraBeauty Advanced Personal Care,Beauty & Personal Care,Personal Care,AuraBeauty,4170,3280,28,3.5,2023-09-21
P00477,TrendRoot Elite T-Shirts,Fashion,T-Shirts,TrendRoot,300,210,314,3.4,2023-05-12
P00478,ClassicFit Advanced Jeans,Fashion,Jeans,ClassicFit,7830,4060,444,3.7,2024-03-16
P00479,Auralink Advanced Laptops,Electronics,Laptops,Auralink,14840,7480,440,3.7,2025-03-11
P00480,ZenByte Pro Headphones,Electronics,Headphones,ZenByte,77110,58960,154,3.7,2024-06-04
P00481,ModeWear Elite Footwear,Fashion,Footwear,ModeWear,5620,3870,362,4.7,2023-05-26
P00482,ReadMore Smart Self Help,Books,Self Help,ReadMore,820,550,375,4.2,2023-12-31
P00483,ClassicFit Premium Shirts,Fashion,Shirts,ClassicFit,6050,2830,200,4.5,2024-04-27
P00484,ActivePro Modern Running,Sports & Fitness,Running,ActivePro,10680,5100,495,4.1,2023-12-15
P00485,KnowledgeHouse Elite Self Help,Books,Self Help,KnowledgeHouse,680,470,39,3.5,2023-11-06
P00486,HomeNest Essential Furniture,Home & Kitchen,Furniture,HomeNest,14840,11810,107,3.5,2023-08-17
P00487,Voltix Classic Headphones,Electronics,Headphones,Voltix,470,370,224,4.3,2023-02-07
P00488,ModeWear Pro Trousers,Fashion,Trousers,ModeWear,3180,1940,51,4.4,2023-03-13
P00489,ActivePro Elite Gym Equipment,Sports & Fitness,Gym Equipment,ActivePro,2660,1380,17,3.6,2024-01-16
P00490,HomeNest Classic Kitchen Appliances,Home & Kitchen,Kitchen Appliances,HomeNest,11400,8440,192,3.3,2025-01-08
P00491,NovaTech Essential Tablets,Electronics,Tablets,NovaTech,78160,35570,457,3.9,2023-04-24
P00492,ZenByte Advanced Smartwatches,Electronics,Smartwatches,ZenByte,79900,39040,80,3.0,2024-12-08
P00493,KitchenPro Pro Furniture,Home & Kitchen,Furniture,KitchenPro,23040,13960,473,4.3,2024-10-05
P00494,CasaLiving Ultra Lighting,Home & Kitchen,Lighting,CasaLiving,7980,6120,201,4.1,2025-06-13
P00495,GlowPure Essential Haircare,Beauty & Personal Care,Haircare,GlowPure,180,120,150,4.4,2023-10-30
P00496,InsightBooks Smart Self Help,Books,Self Help,InsightBooks,500,400,87,4.1,2024-08-19
P00497,NovaTech Ultra Smartwatches,Electronics,Smartwatches,NovaTech,52400,33280,458,4.2,2025-02-06
P00498,Auralink Pro Cameras,Electronics,Cameras,Auralink,24530,16440,195,3.8,2024-09-12
P00499,AuraBeauty Elite Skincare,Beauty & Personal Care,Skincare,AuraBeauty,3960,2800,428,3.6,2024-01-15
P00500,ZenByte Classic Laptops,Electronics,Laptops,ZenByte,11530,6530,413,4.0,2023-08-18
